Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
"9(1,A2)",Standard4,4186.101296,897.145089,148.450598,917,,,,,,,,,,,
"10(1,B2)",Standard4,4316.697559,850.570589,173.4686677,888,,,,,,,,,,,
"11(1,C2)",Standard5,18039.63364,4393.586146,711.4662302,1014,,,,,,,,,,,
"12(1,D2)",Standard5,17323.5923,2735.290709,558.9583295,769,,,,,,,,,,,
"13(1,E2)",Standard6,81032.75558,11049.74783,1987.763638,483,,,,,,,,,,,
"14(1,F2)",Standard6,87293.29293,24037.48212,3476.05967,734,,,,,,,,,,,
"15(1,G2)",Standard7,> 300000,433067.499,> 10000,1019,,,,,,,,,,,
"16(1,H2)",Standard7,196410.3525,57892.92349,6518.061537,1109,,,,,,,,,,,
"17(1,A3)",Control1,6562.019038,1479.127578,219.2130978,1240,,,,,,,,,,,
"18(1,B3)",Control1,6097.479914,1392.87523,207.6257228,918,,,,,,,,,,,
"19(1,C3)",Control2,36131.28279,11337.33771,1623.520028,912,,,,,,,,,,,
"20(1,D3)",Control2,37234.91465,11702.38303,1387.113835,929,,,,,,,,,,,
"21(1,E3)",Normoxia Blank 1,< 73.2421875,625.2781871,< 2.44140625,505,,,,,,,,,,,
"22(1,F3)",Normoxia Blank 1,< 73.2421875,572.5741127,< 2.44140625,740,,,,,,,,,,,
"23(1,G3)",Normoxia Blank 1,< 73.2421875,528.1400913,< 2.44140625,958,,,,,,,,,,,
"24(1,H3)",Normoxia Blank 2,< 73.2421875,520.5097799,< 2.44140625,983,,,,,,,,,,,
"25(1,A4)",Normoxia Blank 2,32.23525101,660.6384824,< 2.44140625,1062,,,,,,,,,,,
"26(1,B4)",Normoxia Blank 2,< 73.2421875,540.1018131,< 2.44140625,828,,,,,,,,,,,
"27(1,C4)",Normoxia Blank 3,< 73.2421875,548.7811229,< 2.44140625,819,,,,,,,,,,,
"28(1,D4)",Normoxia Blank 3,< 73.2421875,615.6201163,< 2.44140625,675,,,,,,,,,,,
"29(1,E4)",Normoxia Blank 3,116.6011261,656.3556521,< 2.44140625,801,,,,,,,,,,,
"30(1,F4)",Normoxia DEP 1,217.1463048,864.6246557,0.289848836,683,,,,,,,,,,,
"31(1,G4)",Normoxia DEP 1,89.84884994,761.2774027,< 2.44140625,755,,,,,,,,,,,
"32(1,H4)",Normoxia DEP 1,116.6011261,817.1398699,0.760087167,748,,,,,,,,,,,
"33(1,A5)",Normoxia DEP 2,116.6011261,949.46403,0.289848836,730,,,,,,,,,,,
"34(1,B5)",Normoxia DEP 2,167.8914232,923.2578542,0.587832659,481,,,,,,,,,,,
"35(1,C5)",Normoxia DEP 2,< 73.2421875,798.8509723,0.163945637,632,,,,,,,,,,,
"36(1,D5)",Normoxia DEP 3,61.97318789,793.4771432,< 2.44140625,791,,,,,,,,,,,
"37(1,E5)",Normoxia DEP 3,167.8914232,890.6306764,0.929106825,390,,,,,,,,,,,
"38(1,F5)",Normoxia DEP 3,217.1463048,906.9268664,0.760087167,551,,,,,,,,,,,
"39(1,G5)",Normoxia Ox66 1,< 73.2421875,789.1796849,< 2.44140625,617,,,,,,,,,,,
"40(1,H5)",Normoxia Ox66 1,61.97318789,936.3488447,< 2.44140625,843,,,,,,,,,,,
"41(1,A6)",Normoxia Ox66 1,< 73.2421875,758.0609967,< 2.44140625,959,,,,,,,,,,,
"42(1,B6)",Normoxia Ox66 2,< 73.2421875,836.5376927,< 2.44140625,511,,,,,,,,,,,
"43(1,C6)",Normoxia Ox66 2,< 73.2421875,928.709546,< 2.44140625,570,,,,,,,,,,,
"44(1,D6)",Normoxia Ox66 2,< 73.2421875,929.8003765,< 2.44140625,607,,,,,,,,,,,
"45(1,E6)",Normoxia Ox66 3,< 73.2421875,625.2781871,< 2.44140625,517,,,,,,,,,,,
"46(1,F6)",Normoxia Ox66 3,< 73.2421875,735.5603965,< 2.44140625,593,,,,,,,,,,,
"47(1,G6)",Normoxia Ox66 3,< 73.2421875,707.7273968,< 2.44140625,539,,,,,,,,,,,
"48(1,H6)",Normoxia Mix 1,< 73.2421875,930.8913721,< 2.44140625,861,,,,,,,,,,,
"49(1,A7)",Normoxia Mix 1,116.6011261,1072.059645,< 2.44140625,727,,,,,,,,,,,
"50(1,B7)",Normoxia Mix 1,116.6011261,1053.122645,< 2.44140625,555,,,,,,,,,,,
"51(1,C7)",Normoxia Mix 2,61.97318789,1072.059645,0.289848836,515,,,,,,,,,,,
"52(1,D7)",Normoxia Mix 2,< 73.2421875,1155.243143,< 2.44140625,414,,,,,,,,,,,
"53(1,E7)",Normoxia Mix 2,< 73.2421875,1070.943983,< 2.44140625,390,,,,,,,,,,,
"54(1,F7)",Normoxia Mix 3,61.97318789,1130.380997,0.163945637,547,,,,,,,,,,,
"55(1,G7)",Normoxia Mix 3,< 73.2421875,832.2239238,< 2.44140625,675,,,,,,,,,,,
"56(1,H7)",Normoxia Mix 3,61.97318789,1063.140401,< 2.44140625,660,,,,,,,,,,,
"57(1,A8)",Hypoxia Blank 1,< 73.2421875,290.8499059,< 2.44140625,724,,,,,,,,,,,
"58(1,B8)",Hypoxia Blank 1,1103.896919,425.0778355,2.883819418,448,,,,,,,,,,,
"59(1,C8)",Hypoxia Blank 1,116.6011261,345.7585567,0.645668124,423,,,,,,,,,,,
"60(1,D8)",Hypoxia Blank 2,< 73.2421875,410.2674506,< 2.44140625,514,,,,,,,,,,,
"61(1,E8)",Hypoxia Blank 2,61.97318789,403.384804,< 2.44140625,412,,,,,,,,,,,
"62(1,F8)",Hypoxia Blank 2,61.97318789,494.2234967,< 2.44140625,390,,,,,,,,,,,
"63(1,G8)",Hypoxia Blank 3,< 73.2421875,404.534104,< 2.44140625,477,,,,,,,,,,,
"64(1,H8)",Hypoxia Blank 3,< 73.2421875,301.141942,0.289848836,620,,,,,,,,,,,
"65(1,A9)",Hypoxia Blank 3,< 73.2421875,395.314041,< 2.44140625,781,,,,,,,,,,,
"66(1,B9)",Hypoxia DEP 1,< 73.2421875,357.7593126,0.163945637,769,,,,,,,,,,,
"67(1,C9)",Hypoxia DEP 1,< 73.2421875,474.3585605,0.163945637,703,,,,,,,,,,,
"68(1,D9)",Hypoxia DEP 1,< 73.2421875,368.4431022,< 2.44140625,803,,,,,,,,,,,
"69(1,E9)",Hypoxia DEP 2,< 73.2421875,581.2025778,1.530100379,657,,,,,,,,,,,
"70(1,F9)",Hypoxia DEP 2,167.8914232,617.7670385,1.09558014,641,,,,,,,,,,,
"71(1,G9)",Hypoxia DEP 2,< 73.2421875,496.4221835,0.027691584,705,,,,,,,,,,,
"72(1,H9)",Hypoxia DEP 3,116.6011261,498.6192856,1.74334339,592,,,,,,,,,,,
"73(1,A10)",Hypoxia DEP 3,< 73.2421875,587.666851,0.529515998,779,,,,,,,,,,,
"74(1,B10)",Hypoxia DEP 3,< 73.2421875,534.6688273,0.289848836,716,,,,,,,,,,,
"75(1,C10)",Hypoxia Ox66 1,116.6011261,469.9238292,< 2.44140625,555,,,,,,,,,,,
"76(1,D10)",Hypoxia Ox66 1,< 73.2421875,290.8499059,0.411169559,496,,,,,,,,,,,
"77(1,E10)",Hypoxia Ox66 1,< 73.2421875,452.1013667,< 2.44140625,449,,,,,,,,,,,
"78(1,F10)",Hypoxia Ox66 2,< 73.2421875,409.1225057,< 2.44140625,749,,,,,,,,,,,
"79(1,G10)",Hypoxia Ox66 2,< 73.2421875,364.8934208,< 2.44140625,667,,,,,,,,,,,
"80(1,H10)",Hypoxia Ox66 2,< 73.2421875,458.8011762,0.027691584,621,,,,,,,,,,,
"81(1,A11)",Hypoxia Ox66 3,< 73.2421875,447.6231735,< 2.44140625,644,,,,,,,,,,,
"82(1,B11)",Hypoxia Ox66 3,< 73.2421875,403.384804,< 2.44140625,565,,,,,,,,,,,
"83(1,C11)",Hypoxia Ox66 3,< 73.2421875,410.2674506,< 2.44140625,589,,,,,,,,,,,
"84(1,D11)",Hypoxia Mix 1,< 73.2421875,517.2349571,< 2.44140625,702,,,,,,,,,,,
"85(1,E11)",Hypoxia Mix 1,61.97318789,677.7645213,0.227637813,718,,,,,,,,,,,
"86(1,F11)",Hypoxia Mix 1,< 73.2421875,602.7293307,0.027691584,620,,,,,,,,,,,
"87(1,G11)",Hypoxia Mix 2,< 73.2421875,652.0721174,0.645668124,688,,,,,,,,,,,
"88(1,H11)",Hypoxia Mix 2,< 73.2421875,630.6405995,1.74334339,650,,,,,,,,,,,
"89(1,A12)",Hypoxia Mix 2,< 73.2421875,626.3508403,0.163945637,876,,,,,,,,,,,
"90(1,B12)",Hypoxia Mix 3,61.97318789,557.4450929,0.98485499,576,,,,,,,,,,,
"91(1,C12)",Hypoxia Mix 3,167.8914232,739.8445108,0.227637813,516,,,,,,,,,,,
"92(1,D12)",Hypoxia Mix 3,61.97318789,582.2803615,< 2.44140625,780,,,,,,,,,,,
"93(1,E12)",Intereference DEP ,167.8914232,277.7394988,< 2.44140625,928,,,,,,,,,,,
"94(1,F12)",Intereference DEP ,61.97318789,215.4316112,< 2.44140625,997,,,,,,,,,,,
"95(1,G12)",Interference Ox66,< 73.2421875,< 14.6484375,< 2.44140625,1164,,,,,,,,,,,
"96(1,H12)",Interference Ox66,61.97318789,213.892666,< 2.44140625,1122,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Range,,,,,,,,,,,,,,,
Location,Sample,IL-6,GRO/KC/CINC-1,TNFa,Total Events,,,,,,,,,,,
"1(1,A1)",Background0,,,,1109,,,,,,,,,,,
"2(1,B1)",Background0,,,,1099,,,,,,,,,,,
"3(1,C1)",Standard1,,,,966,,,,,,,,,,,
"4(1,D1)",Standard1,,,,1029,,,,,,,,,,,
"5(1,E1)",Standard2,,,,1046,,,,,,,,,,,
"6(1,F1)",Standard2,,,,1178,,,,,,,,,,,
"7(1,G1)",Standard3,,,,1186,,,,,,,,,,,
"8(1,H1)",Standard3,,,,1256,,,,,,,,,,,
"9(1,A2)",Standard4,,,,917,,,,,,,,,,,
"10(1,B2)",Standard4,,,,888,,,,,,,,,,,
"11(1,C2)",Standard5,,,,1014,,,,,,,,,,,
"12(1,D2)",Standard5,,,,769,,,,,,,,,,,
"13(1,E2)",Standard6,,,,483,,,,,,,,,,,
"14(1,F2)",Standard6,,,,734,,,,,,,,,,,
"15(1,G2)",Standard7,,,,1019,,,,,,,,,,,
"16(1,H2)",Standard7,,,,1109,,,,,,,,,,,
"17(1,A3)",Control1,,,,1240,,,,,,,,,,,
"18(1,B3)",Control1,,,,918,,,,,,,,,,,
"19(1,C3)",Control2,,,,912,,,,,,,,,,,
"20(1,D3)",Control2,,,,929,,,,,,,,,,,
"21(1,E3)",Normoxia Blank 1,,,,505,,,,,,,,,,,
"22(1,F3)",Normoxia Blank 1,,,,740,,,,,,,,,,,
"23(1,G3)",Normoxia Blank 1,,,,958,,,,,,,,,,,
"24(1,H3)",Normoxia Blank 2,,,,983,,,,,,,,,,,
"25(1,A4)",Normoxia Blank 2,,,,1062,,,,,,,,,,,
"26(1,B4)",Normoxia Blank 2,,,,828,,,,,,,,,,,
"27(1,C4)",Normoxia Blank 3,,,,819,,,,,,,,,,,
"28(1,D4)",Normoxia Blank 3,,,,675,,,,,,,,,,,
"29(1,E4)",Normoxia Blank 3,,,,801,,,,,,,,,,,
"30(1,F4)",Normoxia DEP 1,,,,683,,,,,,,,,,,
"31(1,G4)",Normoxia DEP 1,,,,755,,,,,,,,,,,
"32(1,H4)",Normoxia DEP 1,,,,748,,,,,,,,,,,
"33(1,A5)",Normoxia DEP 2,,,,730,,,,,,,,,,,
"34(1,B5)",Normoxia DEP 2,,,,481,,,,,,,,,,,
"35(1,C5)",Normoxia DEP 2,,,,632,,,,,,,,,,,
"36(1,D5)",Normoxia DEP 3,,,,791,,,,,,,,,,,
"37(1,E5)",Normoxia DEP 3,,,,390,,,,,,,,,,,
"38(1,F5)",Normoxia DEP 3,,,,551,,,,,,,,,,,
"39(1,G5)",Normoxia Ox66 1,,,,617,,,,,,,,,,,
"40(1,H5)",Normoxia Ox66 1,,,,843,,,,,,,,,,,
"41(1,A6)",Normoxia Ox66 1,,,,959,,,,,,,,,,,
"42(1,B6)",Normoxia Ox66 2,,,,511,,,,,,,,,,,
"43(1,C6)",Normoxia Ox66 2,,,,570,,,,,,,,,,,
"44(1,D6)",Normoxia Ox66 2,,,,607,,,,,,,,,,,
"45(1,E6)",Normoxia Ox66 3,,,,517,,,,,,,,,,,
"46(1,F6)",Normoxia Ox66 3,,,,593,,,,,,,,,,,
"47(1,G6)",Normoxia Ox66 3,,,,539,,,,,,,,,,,
"48(1,H6)",Normoxia Mix 1,,,,861,,,,,,,,,,,
"49(1,A7)",Normoxia Mix 1,,,,727,,,,,,,,,,,
"50(1,B7)",Normoxia Mix 1,,,,555,,,,,,,,,,,
"51(1,C7)",Normoxia Mix 2,,,,515,,,,,,,,,,,
"52(1,D7)",Normoxia Mix 2,,,,414,,,,,,,,,,,
"53(1,E7)",Normoxia Mix 2,,,,390,,,,,,,,,,,
"54(1,F7)",Normoxia Mix 3,,,,547,,,,,,,,,,,
"55(1,G7)",Normoxia Mix 3,,,,675,,,,,,,,,,,
"56(1,H7)",Normoxia Mix 3,,,,660,,,,,,,,,,,
"57(1,A8)",Hypoxia Blank 1,,,,724,,,,,,,,,,,
"58(1,B8)",Hypoxia Blank 1,,,,448,,,,,,,,,,,
"59(1,C8)",Hypoxia Blank 1,,,,423,,,,,,,,,,,
"60(1,D8)",Hypoxia Blank 2,,,,514,,,,,,,,,,,
"61(1,E8)",Hypoxia Blank 2,,,,412,,,,,,,,,,,
"62(1,F8)",Hypoxia Blank 2,,,,390,,,,,,,,,,,
"63(1,G8)",Hypoxia Blank 3,,,,477,,,,,,,,,,,
"64(1,H8)",Hypoxia Blank 3,,,,620,,,,,,,,,,,
"65(1,A9)",Hypoxia Blank 3,,,,781,,,,,,,,,,,
"66(1,B9)",Hypoxia DEP 1,,,,769,,,,,,,,,,,
"67(1,C9)",Hypoxia DEP 1,,,,703,,,,,,,,,,,
"68(1,D9)",Hypoxia DEP 1,,,,803,,,,,,,,,,,
"69(1,E9)",Hypoxia DEP 2,,,,657,,,,,,,,,,,
"70(1,F9)",Hypoxia DEP 2,,,,641,,,,,,,,,,,
"71(1,G9)",Hypoxia DEP 2,,,,705,,,,,,,,,,,
"72(1,H9)",Hypoxia DEP 3,,,,592,,,,,,,,,,,
"73(1,A10)",Hypoxia DEP 3,,,,779,,,,,,,,,,,
"74(1,B10)",Hypoxia DEP 3,,,,716,,,,,,,,,,,
"75(1,C10)",Hypoxia Ox66 1,,,,555,,,,,,,,,,,
"76(1,D10)",Hypoxia Ox66 1,,,,496,,,,,,,,,,,
"77(1,E10)",Hypoxia Ox66 1,,,,449,,,,,,,,,,,
"78(1,F10)",Hypoxia Ox66 2,,,,749,,,,,,,,,,,
"79(1,G10)",Hypoxia Ox66 2,,,,667,,,,,,,,,,,
"80(1,H10)",Hypoxia Ox66 2,,,,621,,,,,,,,,,,
"81(1,A11)",Hypoxia Ox66 3,,,,644,,,,,,,,,,,
"82(1,B11)",Hypoxia Ox66 3,,,,565,,,,,,,,,,,
"83(1,C11)",Hypoxia Ox66 3,,,,589,,,,,,,,,,,
"84(1,D11)",Hypoxia Mix 1,,,,702,,,,,,,,,,,
"85(1,E11)",Hypoxia Mix 1,,,,718,,,,,,,,,,,
"86(1,F11)",Hypoxia Mix 1,,,,620,,,,,,,,,,,
"87(1,G11)",Hypoxia Mix 2,,,,688,,,,,,,,,,,
"88(1,H11)",Hypoxia Mix 2,,,,650,,,,,,,,,,,
"89(1,A12)",Hypoxia Mix 2,,,,876,,,,,,,,,,,
"90(1,B12)",Hypoxia Mix 3,,,,576,,,,,,,,,,,
"91(1,C12)",Hypoxia Mix 3,,,,516,,,,,,,,,,,
"92(1,D12)",Hypoxia Mix 3,,,,780,,,,,,,,,,,
"93(1,E12)",Intereference DEP ,,,,928,,,,,,,,,,,
"94(1,F12)",Intereference DEP ,,,,997,,,,,,,,,,,
"95(1,G12)",Interference Ox66,,,,1164,,,,,,,,,,,
"96(1,H12)",Interference Ox66,,,,1122,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Net MFI,,,,,,,,,,,,,,,
Sample,IL-6,GRO/KC/CINC-1,TNFa,,,,,,,,,,,,,
Control1,180.5,573.5,2406.5,,,,,,,,,,,,,
Control2,1320.5,2715.5,7998,,,,,,,,,,,,,
Standard1,2.5,5,27.5,,,,,,,,,,,,,
Standard2,6,4.5,104.5,,,,,,,,,,,,,
Standard3,28.5,63.25,429.75,,,,,,,,,,,,,
Standard4,115,325.75,1851,,,,,,,,,,,,,
Standard5,577.75,1281.75,5486.75,,,,,,,,,,,,,
Standard6,3383,3222,9013.5,,,,,,,,,,,,,
Standard7,11358.75,6475.5,10135,,,,,,,,,,,,,
Normoxia Blank 1,-1,186.8333333,-1.166666667,,,,,,,,,,,,,
Normoxia Blank 2,0.166666667,186.1666667,-1,,,,,,,,,,,,,
Normoxia Blank 3,-0.333333333,201.5,-1.666666667,,,,,,,,,,,,,
Normoxia DEP 1,2.5,298.1666667,7,,,,,,,,,,,,,
Normoxia DEP 2,1.333333333,333.3333333,7.5,,,,,,,,,,,,,
Normoxia DEP 3,2.666666667,321,9.333333333,,,,,,,,,,,,,
Normoxia Ox66 1,-0.333333333,304.3333333,0.333333333,,,,,,,,,,,,,
Normoxia Ox66 2,-1,337,0.333333333,,,,,,,,,,,,,
Normoxia Ox66 3,-2.166666667,240,-2,,,,,,,,,,,,,
Normoxia Mix 1,0.666666667,391.8333333,3.333333333,,,,,,,,,,,,,
Normoxia Mix 2,0,428.1666667,4.333333333,,,,,,,,,,,,,
Normoxia Mix 3,0.666666667,386.8333333,4.833333333,,,,,,,,,,,,,
Hypoxia Blank 1,8.333333333,88.5,14,,,,,,,,,,,,,
Hypoxia Blank 2,0.333333333,123.5,1.5,,,,,,,,,,,,,
Hypoxia Blank 3,0,93.83333333,4.166666667,,,,,,,,,,,,,
Hypoxia DEP 1,-2.333333333,108,5,,,,,,,,,,,,,
Hypoxia DEP 2,0.333333333,182.1666667,12.33333333,,,,,,,,,,,,,
Hypoxia DEP 3,0.666666667,170.6666667,12,,,,,,,,,,,,,
Hypoxia Ox66 1,-0.333333333,110.5,4.333333333,,,,,,,,,,,,,
Hypoxia Ox66 2,-1.666666667,112.5,3.666666667,,,,,,,,,,,,,
Hypoxia Ox66 3,-2,116.5,1.666666667,,,,,,,,,,,,,
Hypoxia Mix 1,-0.666666667,198,4.833333333,,,,,,,,,,,,,
Hypoxia Mix 2,0,215.1666667,12,,,,,,,,,,,,,
Hypoxia Mix 3,1.666666667,210.6666667,7.5,,,,,,,,,,,,,
Intereference DEP ,2,46.5,3,,,,,,,,,,,,,
Interference Ox66,-0.5,9.25,0.5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Result,,,,,,,,,,,,,,,
Sample,IL-6,GRO/KC/CINC-1,TNFa,,,,,,,,,,,,,
Control1,6329.749476,1436.001404,213.4194103,,,,,,,,,,,,,
Control2,36683.09872,11519.86037,1505.316932,,,,,,,,,,,,,
Standard1,139.5597463,66.01825489,2.523732446,,,,,,,,,,,,,
Standard2,311.6221434,N/A,9.922080381,,,,,,,,,,,,,
Standard3,1239.323496,292.7179662,38.27925356,,,,,,,,,,,,,
Standard4,4251.399428,873.857839,160.9596329,,,,,,,,,,,,,
Standard5,17681.61297,3564.438427,635.2122798,,,,,,,,,,,,,
Standard6,84163.02425,17543.61498,2731.911654,,,,,,,,,,,,,
Standard7,N/A,245480.2112,N/A,,,,,,,,,,,,,
Normoxia Blank 1,< 73.2421875,575.3307971,< 2.44140625,,,,,,,,,,,,,
Normoxia Blank 2,N/A,573.7500251,< 2.44140625,,,,,,,,,,,,,
Normoxia Blank 3,N/A,606.9189638,< 2.44140625,,,,,,,,,,,,,
Normoxia DEP 1,141.1987603,814.3473095,N/A,,,,,,,,,,,,,
Normoxia DEP 2,N/A,890.5242855,0.347209044,,,,,,,,,,,,,
Normoxia DEP 3,149.0036386,863.6782287,N/A,,,,,,,,,,,,,
Normoxia Ox66 1,N/A,827.8631754,< 2.44140625,,,,,,,,,,,,,
Normoxia Ox66 2,< 73.2421875,898.3492051,< 2.44140625,,,,,,,,,,,,,
Normoxia Ox66 3,< 73.2421875,689.5219935,< 2.44140625,,,,,,,,,,,,,
Normoxia Mix 1,N/A,1018.691221,< 2.44140625,,,,,,,,,,,,,
Normoxia Mix 2,N/A,1099.415591,N/A,,,,,,,,,,,,,
Normoxia Mix 3,N/A,1008.581774,N/A,,,,,,,,,,,,,
Hypoxia Blank 1,N/A,353.8954327,N/A,,,,,,,,,,,,,
Hypoxia Blank 2,N/A,435.9585838,< 2.44140625,,,,,,,,,,,,,
Hypoxia Blank 3,< 73.2421875,366.9966957,N/A,,,,,,,,,,,,,
Hypoxia DEP 1,< 73.2421875,400.1869918,N/A,,,,,,,,,,,,,
Hypoxia DEP 2,N/A,565.1305999,0.884457368,,,,,,,,,,,,,
Hypoxia DEP 3,N/A,540.3183213,0.854236075,,,,,,,,,,,,,
Hypoxia Ox66 1,N/A,404.2917006,N/A,,,,,,,,,,,,,
Hypoxia Ox66 2,< 73.2421875,410.9390342,N/A,,,,,,,,,,,,,
Hypoxia Ox66 3,< 73.2421875,420.4251427,< 2.44140625,,,,,,,,,,,,,
Hypoxia Mix 1,N/A,599.2429364,N/A,,,,,,,,,,,,,
Hypoxia Mix 2,< 73.2421875,636.354519,0.850985717,,,,,,,,,,,,,
Hypoxia Mix 3,97.27926632,626.5233217,N/A,,,,,,,,,,,,,
Intereference DEP ,114.9323055,246.585555,< 2.44140625,,,,,,,,,,,,,
Interference Ox66,N/A,N/A,< 2.44140625,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Range,,,,,,,,,,,,,,,
Sample,IL-6,GRO/KC/CINC-1,TNFa,,,,,,,,,,,,,
Control1,,,,,,,,,,,,,,,,
Control2,,,,,,,,,,,,,,,,
Standard1,,,,,,,,,,,,,,,,
Standard2,,,,,,,,,,,,,,,,
Standard3,,,,,,,,,,,,,,,,
Standard4,,,,,,,,,,,,,,,,
Standard5,,,,,,,,,,,,,,,,
Standard6,,,,,,,,,,,,,,,,
Standard7,,,,,,,,,,,,,,,,
Normoxia Blank 1,,,,,,,,,,,,,,,,
Normoxia Blank 2,,,,,,,,,,,,,,,,
Normoxia Blank 3,,,,,,,,,,,,,,,,
Normoxia DEP 1,,,,,,,,,,,,,,,,
Normoxia DEP 2,,,,,,,,,,,,,,,,
Normoxia DEP 3,,,,,,,,,,,,,,,,
Normoxia Ox66 1,,,,,,,,,,,,,,,,
Normoxia Ox66 2,,,,,,,,,,,,,,,,
Normoxia Ox66 3,,,,,,,,,,,,,,,,
Normoxia Mix 1,,,,,,,,,,,,,,,,
Normoxia Mix 2,,,,,,,,,,,,,,,,
Normoxia Mix 3,,,,,,,,,,,,,,,,
Hypoxia Blank 1,,,,,,,,,,,,,,,,
Hypoxia Blank 2,,,,,,,,,,,,,,,,
Hypoxia Blank 3,,,,,,,,,,,,,,,,
Hypoxia DEP 1,,,,,,,,,,,,,,,,
Hypoxia DEP 2,,,,,,,,,,,,,,,,
Hypoxia DEP 3,,,,,,,,,,,,,,,,
Hypoxia Ox66 1,,,,,,,,,,,,,,,,
Hypoxia Ox66 2,,,,,,,,,,,,,,,,
Hypoxia Ox66 3,,,,,,,,,,,,,,,,
Hypoxia Mix 1,,,,,,,,,,,,,,,,
Hypoxia Mix 2,,,,,,,,,,,,,,,,
Hypoxia Mix 3,,,,,,,,,,,,,,,,
Intereference DEP ,,,,,,,,,,,,,,,,
Interference Ox66,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Mean,,,,,,,,,,,,,,,
Location,Sample,IL-6,GRO/KC/CINC-1,TNFa,Total Events,,,,,,,,,,,
"1(1,A1)",Background0,29.62,149.96,31.04,1109,,,,,,,,,,,
"2(1,B1)",Background0,30.1,122.57,28.45,1099,,,,,,,,,,,
"3(1,C1)",Standard1,29.59,128.2,56.03,966,,,,,,,,,,,
"4(1,D1)",Standard1,32.84,151.1,64.94,1029,,,,,,,,,,,
"5(1,E1)",Standard2,35.66,145.91,186.71,1046,,,,,,,,,,,
"6(1,F1)",Standard2,37.35,127.88,150.18,1178,,,,,,,,,,,
"7(1,G1)",Standard3,58.19,194.02,515.35,1186,,,,,,,,,,,
"8(1,H1)",Standard3,61.01,201.45,542.29,1256,,,,,,,,,,,
"9(1,A2)",Standard4,153.3,513.49,2137.5,917,,,,,,,,,,,
"10(1,B2)",Standard4,159.15,476.71,2339.76,888,,,,,,,,,,,
"11(1,C2)",Standard5,667.98,1675.84,6459.75,1014,,,,,,,,,,,
"12(1,D2)",Standard5,606.54,1144.04,5394.73,769,,,,,,,,,,,
"13(1,E2)",Standard6,3430,3223,9338.34,483,,,,,,,,,,,
"14(1,F2)",Standard6,3572.32,3899.48,9840.15,734,,,,,,,,,,,
"15(1,G2)",Standard7,12812.47,7779.26,10622.33,1019,,,,,,,,,,,
"16(1,H2)",Standard7,9198.57,5671.36,11667.01,1109,,,,,,,,,,,
"17(1,A3)",Control1,265.29,778.15,2853.2,1240,,,,,,,,,,,
"18(1,B3)",Control1,208.93,685.48,2697.67,918,,,,,,,,,,,
"19(1,C3)",Control2,1434.19,2878.62,8486.25,912,,,,,,,,,,,
"20(1,D3)",Control2,1483.04,3029.21,8419.43,929,,,,,,,,,,,
"21(1,E3)",Normoxia Blank 1,44.86,402.51,79.15,505,,,,,,,,,,,
"22(1,F3)",Normoxia Blank 1,35.7,360.16,25.44,740,,,,,,,,,,,
"23(1,G3)",Normoxia Blank 1,29.03,657.37,50.04,958,,,,,,,,,,,
"24(1,H3)",Normoxia Blank 2,29.1,326.41,32.11,983,,,,,,,,,,,
"25(1,A4)",Normoxia Blank 2,29.77,358.73,114.64,1062,,,,,,,,,,,
"26(1,B4)",Normoxia Blank 2,29.29,335.84,27.7,828,,,,,,,,,,,
"27(1,C4)",Normoxia Blank 3,26.4,339.6,25.35,819,,,,,,,,,,,
"28(1,D4)",Normoxia Blank 3,30.43,342.05,47.77,675,,,,,,,,,,,
"29(1,E4)",Normoxia Blank 3,31.29,355.43,56.4,801,,,,,,,,,,,
"30(1,F4)",Normoxia DEP 1,33.57,466.89,52.34,683,,,,,,,,,,,
"31(1,G4)",Normoxia DEP 1,31.75,494.95,109.41,755,,,,,,,,,,,
"32(1,H4)",Normoxia DEP 1,33.76,482.2,45.21,748,,,,,,,,,,,
"33(1,A5)",Normoxia DEP 2,32.36,505.53,40.89,730,,,,,,,,,,,
"34(1,B5)",Normoxia DEP 2,32.6,558.42,61.58,481,,,,,,,,,,,
"35(1,C5)",Normoxia DEP 2,31.67,466.61,37.21,632,,,,,,,,,,,
"36(1,D5)",Normoxia DEP 3,29.85,446.2,45.77,791,,,,,,,,,,,
"37(1,E5)",Normoxia DEP 3,33.36,496.58,66.86,390,,,,,,,,,,,
"38(1,F5)",Normoxia DEP 3,35.44,508.51,55.81,551,,,,,,,,,,,
"39(1,G5)",Normoxia Ox66 1,41.86,465.77,33.28,617,,,,,,,,,,,
"40(1,H5)",Normoxia Ox66 1,33.26,571.17,34.56,843,,,,,,,,,,,
"41(1,A6)",Normoxia Ox66 1,28.56,463.94,41.1,959,,,,,,,,,,,
"42(1,B6)",Normoxia Ox66 2,31.87,475.03,89.9,511,,,,,,,,,,,
"43(1,C6)",Normoxia Ox66 2,38.37,585.5,42.98,570,,,,,,,,,,,
"44(1,D6)",Normoxia Ox66 2,28.86,688.42,37.99,607,,,,,,,,,,,
